YouBeHero URL,MASTER
https://www.youbehero.com/gr/cause/kentro-paidiou-kai-efivou,Κέντρο Παιδιού και Εφήβου
https://www.youbehero.com/gr/cause/kivotos-tou-kosmou,Κιβωτός του Κόσμου
https://www.youbehero.com/gr/cause/frontizo,Κοινωφελές Σωματείο Φροντίζω
https://www.youbehero.com/gr/cause/merimna,Μέριμνα
https://www.youbehero.com/gr/cause/ikologiki-etairia-anakiklosis,Οικολογική Εταιρεία Ανακύκλωσης
https://www.youbehero.com/gr/cause/paidiki-agkalia,Παιδική Αγκαλιά
https://www.youbehero.com/gr/cause/ippothesis,Πανελλήνιος Σύλλογος Προστασίας Ιπποειδών (Ippothesis)
https://www.youbehero.com/gr/cause/pnoi-elpidas,Πνοή Ελπίδας
https://www.youbehero.com/gr/cause/sillogos-asthenon-ipatos-ellados-promitheas,Προμηθέας - Σύλλογος Ασθενών Ήπατος Ελλάδος
https://www.youbehero.com/gr/cause/skiloi-voithoi-elladas,Σκύλοι Βοηθοί Ελλάδας
https://www.youbehero.com/gr/cause/sillogos-gia-tin-psichiki-igia-sopsi-patras,Σύλλογος για τη Ψυχική Υγεία - ΣΟΨΥ Πάτρας
https://www.youbehero.com/gr/cause/sillogos-kinonikis-paremvasis-erasmos,Σύλλογος Κοινωνικής Παρέμβασης Έρασμος
https://www.youbehero.com/gr/cause/sillogos-nosilia,Σύλλογος Νοσηλεία
https://www.youbehero.com/gr/cause/sillogos-petalouda,Σύλλογος Σκελετικής Υγείας Πεταλούδα
https://www.youbehero.com/gr/cause/sindesmos-therapeutikis-ippasias-elladas-sthie,Σύνδεσμος Θεραπευτικής Ιππασίας
https://www.youbehero.com/gr/cause/scholi-skilon-odigon-lara,Σχολή Σκύλων Οδηγών Λάρα
https://www.youbehero.com/gr/cause/soma-ellinon-proskopon,Σώμα Ελλήνων Προσκόπων
https://www.youbehero.com/gr/cause/to-foteino-asteri,Το Φωτεινό Αστέρι
https://www.youbehero.com/gr/cause/fainareti,Φαιναρέτη
https://www.youbehero.com/gr/cause/kinoniki-merimna-moschatou,ΦΙΛΑΝΘΡΩΠΙΚΟ ΣΩΜΑΤΕΙΟ ΚΟΙΝΩΝΙΚΗ ΜΕΡΙΜΝΑ ΜΟΣΧΑΤΟΥ-“ΔΙΟΝΥΣΙΟΣ ΘΕΟΦΙΛΑΤΟΣ”
https://www.youbehero.com/gr/cause/frodida,Φροντίδα - Πανελλήνιος Σύλλογος για Άτομα με Εγκεφαλική Παράλυση
